Jun 08 20:17:51.570 VTTY: Console port: waiting connection on tcp port 5013 for protocol IPv4 (FD 12)
Jun 08 20:17:51.575 slot0: C/H/S settings = 16/4/32
Jun 08 20:17:51.575 slot1: C/H/S settings = 0/4/32
Jun 08 20:17:51.834 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60b22838,JIT on)
Jun 08 20:17:51.834 CPU0: CPU_STATE: Starting CPU (old state=2)...
Jun 08 20:17:51.977 ROM: Microcode has started.
Jun 08 20:17:51.979 ROM: trying to read bootvar 'WARM_REBOOT'
Jun 08 20:17:51.981 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80b19dc8 (size=1)
Jun 08 20:17:51.981 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80b19ddc (size=1)
Jun 08 20:17:52.043 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6028c954 (size=2)
Jun 08 20:17:52.044 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60294524 (size=2)
Jun 08 20:17:52.044 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60294534 (size=2)
Jun 08 20:17:52.044 ROM: unhandled syscall 0x00000047 at pc=0x60b21260 (a1=0xbfb00000,a2=0x6555fe22,a3=0x6555fe1b)
Jun 08 20:17:52.201 ROM: trying to read bootvar 'RANDOM_NUM'
Jun 08 20:17:52.233 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x602a20fc (size=2)
Jun 08 20:17:52.236 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x602a53a8: bus=0,device=0,function=0,reg=0x20
Jun 08 20:17:52.236 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x602a53a4: bus=0,device=0,function=0,reg=0xa0
Jun 08 20:17:52.236 CPU0: PCI: write request (data=0x24000000) for device 'gt96100' at pc=0x602a53a8: bus=0,device=0,function=0,reg=0xa0
Jun 08 20:17:52.236 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x60294840 (size=2)
Jun 08 20:17:54.670 ROM: unhandled syscall 0x0000003e at pc=0x60b21260 (a1=0x00000000,a2=0x09654ea0,a3=0x65dad760)
Jun 08 20:17:54.670 ROM: unhandled syscall 0x00000047 at pc=0x60b21260 (a1=0x0000c100,a2=0x09654ea0,a3=0x65dad760)
Jun 08 20:17:55.682 ROM: trying to read bootvar 'BOOT'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'CONFIG_FILE'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'BOOTLDR'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'RSHELF'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'DSHELF'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'DSHELFINFO'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'RESET_COUNTER'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'CHRG_ID'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'SLOTCACHE'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'OVERTEMP'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'DIAG'
Jun 08 20:17:55.682 ROM: trying to read bootvar 'WARM_REBOOT'
Jun 08 20:17:55.813 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6086d4b4 (size=2)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x6086d0a0 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x6086d0e4 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x6086d0ec, value=0x00000020 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x6086d0f0 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x6086d0fc, value=0x00000000 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x6086d108 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x6086d114, value=0x00000040 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x6086d128 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x6086d134, value=0x00000000 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x6086d140 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x6086d14c, value=0x00000080 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef68 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x6086ef70, value=0x00000080 (size=1)
Jun 08 20:17:55.813 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef74 (size=1)
Jun 08 20:17:55.888 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef9c (size=1)
Jun 08 20:17:55.990 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef9c (size=1)
Jun 08 20:17:56.081 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef9c (size=1)
Jun 08 20:17:56.161 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef9c (size=1)
Jun 08 20:17:56.235 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef9c (size=1)
Jun 08 20:17:56.385 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6086ef9c (size=1)
Jun 08 20:17:56.386 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x6086d230, value=0x00000002 (size=1)
Jun 08 20:17:56.386 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x6086d234, value=0x00000002 (size=1)
Jun 08 20:17:56.386 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x6086d238, value=0x00000002 (size=1)
Jun 08 20:17:56.386 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x6086d23c, value=0x00000002 (size=1)
Jun 08 20:17:56.386 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x6086d240, value=0x00000002 (size=1)
Jun 08 20:17:56.386 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x6086d244, value=0x00000002 (size=1)
Jun 08 20:17:56.386 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x6086e0ac (size=1)
Jun 08 20:17:56.581 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602a21a0 (size=2)
Jun 08 20:17:56.581 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x1000, pc=0x602a21a8 (size=2)
Jun 08 20:17:56.758 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b4: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b8: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b4: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b8: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.758 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.829 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b4: bus=0,device=1,function=0,reg=0x00
Jun 08 20:17:56.829 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b8: bus=0,device=1,function=0,reg=0x00
Jun 08 20:17:56.829 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b4: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:56.829 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b8: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x0c
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x0c
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x18
Jun 08 20:17:56.829 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x18
Jun 08 20:17:56.829 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x1c
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x1c
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x20
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x20
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x24
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x24
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x30
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x30
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x64
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x64
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x68
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x68
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0xf0
Jun 08 20:17:56.829 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0xf0
Jun 08 20:17:57.209 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b4: bus=1,device=0,function=0,reg=0x00
Jun 08 20:17:57.209 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b8: bus=1,device=0,function=0,reg=0x00
Jun 08 20:17:57.209 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x6061bcfc (size=2)
Jun 08 20:17:57.209 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1000, pc=0x6061bd14 (size=2)
Jun 08 20:17:57.209 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x6061bd30 (size=2)
Jun 08 20:17:57.209 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1, pc=0x6061bd38 (size=2)
Jun 08 20:17:57.209 CPU0: IO_FPGA: read from unknown addr 0x18, pc=0x6061bd60 (size=2)
Jun 08 20:17:57.210 CPU0: IO_FPGA: write to unknown addr 0x18, value=0x0, pc=0x6061bd70 (size=2)
Jun 08 20:17:57.210 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x6061bd84 (size=2)
Jun 08 20:17:57.210 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x6061bd90 (size=2)
Jun 08 20:17:57.284 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x6061bdac (size=2)
Jun 08 20:17:57.284 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x6061bdb8 (size=2)
Jun 08 20:17:57.284 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b4: bus=0,device=1,function=0,reg=0x00
Jun 08 20:17:57.284 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b8: bus=0,device=1,function=0,reg=0x00
Jun 08 20:17:57.284 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b4: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:57.284 CPU0: PCI: read request for device 'ti2050b' at pc=0x602a54b8: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x0c
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x0c
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x18
Jun 08 20:17:57.284 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x18
Jun 08 20:17:57.284 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x1c
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x1c
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x20
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x20
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x24
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x24
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x30
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x30
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x3c
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x40
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x64
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x64
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x68
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x68
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0x04
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x602a5384: bus=0,device=1,function=0,reg=0xf0
Jun 08 20:17:57.284 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x602a5390: bus=0,device=1,function=0,reg=0xf0
Jun 08 20:17:57.347 VTTY: Console port is now connected (accept_fd=12,conn_fd=18)
Jun 08 20:17:57.519 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b4: bus=1,device=0,function=0,reg=0x00
Jun 08 20:17:57.519 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b8: bus=1,device=0,function=0,reg=0x00
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x602a5384: bus=1,device=0,function=0,reg=0x10
Jun 08 20:17:57.519 NM-16ESW(1): BCM5600 registers are mapped at 0x4d000000
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x602a5390: bus=1,device=0,function=0,reg=0x10
Jun 08 20:17:57.519 NM-16ESW(1): BCM5600 registers are mapped at 0x4d000000
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(1)' at pc=0x602a5384: bus=1,device=0,function=0,reg=0x04
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(1)' at pc=0x602a5390: bus=1,device=0,function=0,reg=0x04
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(1)' at pc=0x602a5384: bus=1,device=0,function=0,reg=0x0c
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(1)' at pc=0x602a5390: bus=1,device=0,function=0,reg=0x0c
Jun 08 20:17:57.519 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b4: bus=1,device=0,function=0,reg=0x40
Jun 08 20:17:57.519 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b8: bus=1,device=0,function=0,reg=0x40
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(1)' at pc=0x602a5384: bus=1,device=0,function=0,reg=0x40
Jun 08 20:17:57.519 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(1)' at pc=0x602a5390: bus=1,device=0,function=0,reg=0x40
Jun 08 20:17:57.519 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b4: bus=1,device=0,function=0,reg=0x08
Jun 08 20:17:57.519 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x602a54b8: bus=1,device=0,function=0,reg=0x08
Jun 08 20:17:57.531 NM-16ESW(1): unknown opcode 0x00000016 (cmd=0x58614000)
Jun 08 20:17:57.676 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60295ae0 (size=2)
Jun 08 20:17:57.676 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60295ae8 (size=2)
Jun 08 20:17:57.676 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x60295b14 (size=2)
Jun 08 20:17:57.676 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x60295b28 (size=2)
Jun 08 20:17:59.859 ROM: trying to read bootvar 'PMDEBUG'
Jun 08 20:17:59.867 ROM: trying to read bootvar 'MONDEBUG'
Jun 08 20:18:00.576 ROM: unhandled syscall 0x0000001a at pc=0x60b21260 (a1=0x66c58f48,a2=0x0000001c,a3=0x6555da20)
Jun 08 20:18:00.576 ROM: unhandled syscall 0x00000009 at pc=0x60b21260 (a1=0x66c58f48,a2=0x0000001c,a3=0x6555da20)
Jun 08 20:18:01.850 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x6086d478 (size=2)
Jun 08 20:18:01.850 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x6086d480 (size=2)
Jun 08 20:18:01.892 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Jun 08 20:18:02.179 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:02.533 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:02.536 ROM: trying to set bootvar 'BSI=0'
Jun 08 20:18:02.536 ROM: trying to read bootvar 'RET_2_RCALTS'
Jun 08 20:18:02.536 ROM: trying to set bootvar 'RET_2_RCALTS='
Jun 08 20:18:02.836 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:02.883 ROM: trying to read bootvar 'RANDOM_NUM'
Jun 08 20:18:02.932 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:03.155 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:03.415 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:03.674 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:03.936 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:04.155 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:04.393 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:04.658 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:04.904 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:05.140 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:05.417 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:05.642 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:05.893 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:06.149 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:06.404 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:06.657 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:06.903 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:07.162 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:07.421 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:07.642 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:07.903 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:08.157 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:08.395 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:08.655 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:08.891 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:09.155 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:09.391 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:09.653 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:09.907 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:10.145 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:10.405 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:10.644 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:10.892 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:11.149 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:11.408 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:11.645 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
Jun 08 20:18:11.905 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x6086e08c (size=1)
